customer_id,segment,rfm_score,r_score,f_score,m_score,recency,frequency,monetary,first_purchase_date,last_purchase_date,cohort_month,total_revenue,total_orders,p_alive,exp_transactions_12m,exp_spend,clv_12m,clv_decile,cal_frequency
12861,Lost,111,1,1,1,620,1,68.25,2010-03-30,2010-03-30,2010-03-01,68.25,1,1,0.45405582671058325,394.83084000558097,179.2752434695681,1,0
12862,At Risk,125,1,2,5,426,2,504.1600000000002,2010-08-01,2010-10-10,2010-08-01,1008.3200000000004,2,0.777490767301569,1.141628692556744,459.03920391624695,524.0523261991937,5,1
12863,Champions,445,4,4,5,53,6,465.425,2010-04-29,2011-10-18,2010-04-01,2792.55,6,0.7201291794619955,2.38998600225748,445.388051154558,1064.471207832132,8,4
12864,Promising,321,3,2,1,139,2,149.785,2010-07-19,2011-07-24,2010-07-01,299.57,2,1,0.5734428567383741,394.83084000558097,226.4129248212123,2,0
12867,Champions,455,4,5,5,27,13,608.7146153846145,2009-12-16,2011-11-13,2009-12-01,7913.289999999989,13,0.9859812756943743,5.895705330356554,555.0093189790317,3272.1714003022385,10,10
12868,Loyal Customers,343,3,4,3,186,8,280.88250000000005,2010-11-12,2011-06-07,2010-11-01,2247.0600000000004,8,0.968039039967398,8.57622736861145,291.27808137936324,2498.0670534023284,9,7
12869,Hibernating,114,1,1,4,682,1,337.66999999999996,2010-01-27,2010-01-27,2010-01-01,337.66999999999996,1,1,0.40678415184435546,394.83084000558097,160.61092837366468,1,0
12870,At Risk,235,2,3,5,376,3,558.9833333333336,2010-03-25,2010-11-29,2010-03-01,1676.9500000000007,3,0.8717234557730763,1.5536498108484738,516.3027014364984,802.1535944273718,7,2
12871,Loyal Customers,333,3,3,3,85,3,248.00666666666658,2010-09-26,2011-09-16,2010-09-01,744.0199999999998,3,0.943521534847499,1.6039595485451297,308.4159018346328,494.68663067081667,5,1
12872,Can't Lose Them,253,2,5,3,327,12,307.1241666666663,2009-12-03,2011-01-17,2009-12-01,3685.489999999996,12,0.7155729049847861,4.585934581815953,312.3907723561675,1432.6036459883433,8,11
12873,At Risk,235,2,3,5,283,3,675.7666666666668,2010-01-27,2011-03-02,2010-01-01,2027.3000000000002,3,0.936020042131804,1.509724003322069,602.7216683161746,909.9433699792513,7,2
12875,Loyal Customers,343,3,4,3,144,5,271.398,2010-01-11,2011-07-19,2010-01-01,1356.99,5,0.8815520364010689,1.8999957892271937,339.7761052650788,645.5731692836654,6,3
12877,Promising,551,5,5,1,4,20,147.7584999999999,2010-01-18,2011-12-06,2010-01-01,2955.1699999999983,20,0.9857634286534084,9.10854311388594,159.65687676389254,1454.2415454322895,8,15
12878,At Risk,224,2,2,4,237,2,427.49499999999995,2011-03-18,2011-04-17,2011-03-01,854.9899999999999,2,0.8902192135161097,2.964728097472791,414.01430644641835,1227.439847077407,8,1
12879,Potential Loyalists,432,4,3,2,45,3,191.07333333333335,2011-09-09,2011-10-26,2011-09-01,573.22,3,NA,NA,NA,NA,NA,NA
12880,At Risk,224,2,2,4,382,2,320.0649999999999,2010-05-14,2010-11-23,2010-05-01,640.1299999999998,2,0.883627723566209,1.0885115056233015,350.9213078788361,381.98188119449003,4,1
12881,Hibernating,213,2,1,3,276,1,298,2011-03-09,2011-03-09,2011-03-01,298,1,1,1.2852568515071565,394.83084000558097,507.45904230349885,5,0
12882,New Customers,525,5,2,5,10,2,731.5199999999998,2011-11-06,2011-11-30,2011-11-01,1463.0399999999995,2,NA,NA,NA,NA,NA,NA
12883,Potential Loyalists,432,4,3,2,25,4,175.86750000000004,2011-09-11,2011-11-15,2011-09-01,703.4700000000001,4,NA,NA,NA,NA,NA,NA
12884,Promising,313,3,1,3,89,1,309.05000000000007,2011-09-12,2011-09-12,2011-09-01,309.05000000000007,1,NA,NA,NA,NA,NA,NA
12885,Loyal Customers,334,3,3,4,64,3,391.73999999999984,2011-08-08,2011-10-07,2011-08-01,1175.2199999999996,3,NA,NA,NA,NA,NA,NA
12886,Potential Loyalists,325,3,2,5,68,2,689.2,2011-05-04,2011-10-03,2011-05-01,1378.4,2,1,1.8384928327067982,394.83084000558097,725.8936694818651,6,0
12887,Lost,212,2,1,2,384,1,222.4,2010-11-21,2010-11-21,2010-11-01,222.4,1,1,0.8152377852639126,394.83084000558097,321.88101956004004,4,0
12888,At Risk,222,2,2,2,215,2,177.06,2011-03-29,2011-05-09,2011-03-01,354.12,2,0.9158301907074214,3.249635676363241,266.93532388779914,867.442551787369,7,1
12889,At Risk,231,2,3,1,382,4,96.36500000000002,2010-07-25,2010-11-23,2010-07-01,385.4600000000001,4,0.6554515779050174,2.0662281409660332,153.00958144190736,316.1527030127031,3,3
12890,New Customers,424,4,2,4,25,2,358.63499999999993,2010-11-17,2011-11-15,2010-11-01,717.2699999999999,2,1,0.8043694309810896,394.83084000558097,317.5898581090748,4,0
12891,Promising,351,3,5,1,186,11,76.4090909090909,2010-02-18,2011-06-07,2010-02-01,840.5,11,0.9793462760657182,6.4995699771287265,97.31617775819386,632.5133072460792,6,10
12892,Hibernating,213,2,1,3,397,1,263.37999999999994,2010-11-08,2010-11-08,2010-11-01,263.37999999999994,1,1,0.7809486633758342,394.83084000558097,308.3426167619163,3,0
12893,New Customers,412,4,1,2,31,1,188.14,2011-11-09,2011-11-09,2011-11-01,188.14,1,NA,NA,NA,NA,NA,NA
12894,Lost,111,1,1,1,576,1,157.35,2010-05-13,2010-05-13,2010-05-01,157.35,1,1,0.4948843160822348,394.83084000558097,195.39559022433622,2,0
12895,New Customers,422,4,2,2,43,2,186.39999999999998,2011-09-14,2011-10-28,2011-09-01,372.79999999999995,2,NA,NA,NA,NA,NA,NA
12897,At Risk,231,2,3,1,205,4,128.5625,2010-06-14,2011-05-19,2010-06-01,514.25,4,0.9581385767037464,2.752360043704172,179.09645279863713,492.9379206521191,5,3
12898,At Risk,121,1,2,1,464,2,155.48000000000002,2010-02-18,2010-09-02,2010-02-01,310.96000000000004,2,0.8548692572307232,0.8976851784094367,254.26151853465362,228.24679662843485,2,1
12899,Hibernating,114,1,1,4,414,1,366.4,2010-10-22,2010-10-22,2010-10-01,366.4,1,1,0.7402503568375534,394.83084000558097,292.27367020460224,3,0
12900,Hibernating,114,1,1,4,423,1,340.33000000000004,2010-10-13,2010-10-13,2010-10-01,340.33000000000004,1,1,0.7203816791239475,394.83084000558097,284.42890349313905,3,0
12901,Champions,555,5,5,5,9,28,630.5192857142856,2011-03-14,2011-12-01,2011-03-01,17654.539999999997,28,0.9876117879264866,23.730952806909528,716.4315545770963,17001.603411049902,10,12
12902,Lost,211,2,1,1,265,1,138.68,2011-03-20,2011-03-20,2011-03-01,138.68,1,1,1.3657682175608021,394.83084000558097,539.2474125924566,5,0
12903,Hibernating,115,1,1,5,429,1,833.5300000000001,2010-10-07,2010-10-07,2010-10-01,833.5300000000001,1,1,0.7077201701320947,394.83084000558097,279.4297492621476,3,0
12904,New Customers,523,5,2,3,19,2,254.78999999999988,2011-06-20,2011-11-21,2011-06-01,509.57999999999976,2,1,2.8952818808638745,394.83084000558097,1143.1465770744219,8,0
12905,At Risk,125,1,2,5,577,2,509.21000000000015,2010-01-26,2010-05-12,2010-01-01,1018.4200000000003,2,0.7315923574721018,0.7387501585952904,462.00503881121386,341.3062956936075,4,1
12906,Champions,545,5,4,5,12,5,583.9619999999998,2011-09-22,2011-11-28,2011-09-01,2919.809999999999,5,NA,NA,NA,NA,NA,NA
12907,At Risk,223,2,2,3,396,2,254.45499999999996,2010-08-02,2010-11-09,2010-08-01,508.9099999999999,2,0.8290565540758034,1.22031264730849,312.3889460058111,381.21218169026025,4,1
12908,Loyal Customers,344,3,4,4,177,5,355.2,2010-03-19,2011-06-16,2010-03-01,1776,5,0.9716210748785923,2.984476514618848,361.1220065301144,1077.7601474011606,8,4
12909,Champions,444,4,4,4,40,8,387.89875000000006,2010-02-24,2011-10-31,2010-02-01,3103.1900000000005,8,0.9650501654977199,2.8454589206773515,476.2705741001955,1355.208353729525,8,4
12910,Champions,455,4,5,5,24,13,445.8861538461537,2010-03-28,2011-11-16,2010-03-01,5796.519999999999,13,0.9679271117170678,3.6650970642560994,613.2929301963179,2247.7781179915455,9,5
12911,Hibernating,115,1,1,5,552,1,1680.4700000000003,2010-06-06,2010-06-06,2010-06-01,1680.4700000000003,1,1,0.5204167424287971,394.83084000558097,205.47657956613003,2,0
12912,Champions,544,5,4,4,3,5,332.46,2011-10-30,2011-12-07,2011-10-01,1662.3,5,NA,NA,NA,NA,NA,NA
12913,Champions,555,5,5,5,5,13,515.4507692307693,2009-12-01,2011-12-05,2009-12-01,6700.8600000000015,13,0.8903833745451513,5.203380665316895,457.7273783284836,2381.729790380623,9,10
12914,Lost,212,2,1,2,401,1,223.98,2010-11-04,2010-11-04,2010-11-01,223.98,1,1,0.7709734372569522,394.83084000558097,304.4040898541525,3,0
12915,Loyal Customers,333,3,3,3,149,4,293.6875000000001,2010-04-29,2011-07-14,2010-04-01,1174.7500000000005,4,0.8597358780032938,1.63794109603868,351.9746987670527,576.5138238763906,6,2
12916,Loyal Customers,345,3,4,5,139,7,664.8599999999999,2010-01-24,2011-07-24,2010-01-01,4654.0199999999995,7,0.9679929725548871,3.283924377507437,627.4192187954524,2060.3972675190585,9,5
12917,Loyal Customers,345,3,4,5,129,6,726.5333333333334,2009-12-09,2011-08-03,2009-12-01,4359.200000000001,6,0.8538219250154504,1.7468525112149118,837.5879073926325,1463.142539392063,9,3
12918,Hibernating,115,1,1,5,627,1,10953.5,2010-03-23,2010-03-23,2010-03-01,10953.5,1,1,0.44817460421205346,394.83084000558097,176.95315545021384,1,0
12919,Potential Loyalists,542,5,4,2,9,6,222.53166666666664,2011-06-23,2011-12-01,2011-06-01,1335.1899999999998,6,1,3.0065977723588704,394.83084000558097,1187.0975240193613,8,0
12920,Promising,531,5,3,1,18,4,122.02250000000001,2009-12-14,2011-11-22,2009-12-01,488.09000000000003,4,0.785205880697954,0.739817635393364,258.0495650836707,190.90961905448725,2,1
12921,Champions,555,5,5,5,10,74,485.41945945946026,2009-12-01,2011-11-30,2009-12-01,35921.04000000006,74,0.9843941121341696,19.703205890519065,681.0420398214366,13418.711530700848,10,36
12922,Promising,314,3,1,4,162,1,405.38,2011-07-01,2011-07-01,2011-07-01,405.38,1,NA,NA,NA,NA,NA,NA
12923,Loyal Customers,333,3,3,3,65,3,263.2899999999999,2010-05-13,2011-10-06,2010-05-01,789.8699999999998,3,0.8777522543436116,1.0790750826780837,342.9252995431977,370.04214595698267,4,1
12924,Potential Loyalists,352,3,5,2,89,12,205.7833333333333,2009-12-09,2011-09-12,2009-12-01,2469.3999999999996,12,0.9748150223119024,5.228258741078283,231.8246095716279,1212.0390413899236,8,9
12925,Loyal Customers,533,5,3,3,5,3,243.1099999999999,2010-04-26,2011-12-05,2010-04-01,729.3299999999997,3,1,0.4782667334360722,394.83084000558097,188.83445610928965,1,0
12926,At Risk,134,1,3,4,412,4,387.1150000000002,2009-12-14,2010-10-24,2009-12-01,1548.4600000000007,4,0.837869836892285,1.7274955474992022,388.57935695147114,671.2691089837696,6,3
12927,Lost,212,2,1,2,395,1,197.31,2010-11-10,2010-11-10,2010-11-01,197.31,1,1,0.7860341305993026,394.83084000558097,310.35051605757917,3,0
12928,Champions,454,4,5,4,36,12,358.7408333333335,2010-06-08,2011-11-04,2010-06-01,4304.890000000002,12,0.9282899888468552,5.472195627339739,379.334423293113,2075.792172444015,9,7
12929,Lost,211,2,1,1,312,1,117.85000000000001,2011-02-01,2011-02-01,2011-02-01,117.85000000000001,1,1,1.0777310884878917,394.83084000558097,425.5214709678034,5,0
12930,Potential Loyalists,322,3,2,2,79,2,207.9,2011-06-21,2011-09-22,2011-06-01,415.8,2,1,2.931441566586718,394.83084000558097,1157.42353616271,8,0
12931,Champions,455,4,5,5,22,57,1620.128771929825,2009-12-01,2011-11-18,2009-12-01,92347.34000000003,57,0.9544219937049481,18.58320546251922,1484.0224895868587,27577.894834991886,10,35
12932,Can't Lose Them,142,1,4,2,540,8,212.32000000000005,2010-02-10,2010-06-18,2010-02-01,1698.5600000000004,8,0.03590833099585066,0.14730449726212538,258.6061665016707,38.093851345414095,1,6
12933,Potential Loyalists,442,4,4,2,25,8,210.8787500000002,2009-12-10,2011-11-15,2009-12-01,1687.0300000000016,8,0.9762794404150165,3.0830168917881404,258.63935445189355,797.389498656368,7,5
12934,Lost,112,1,1,2,737,1,181.65,2009-12-03,2009-12-03,2009-12-01,181.65,1,1,0.3724018390231489,394.83084000558097,147.03573092113302,1,0
12935,Loyal Customers,553,5,5,3,3,15,282.92400000000004,2010-04-11,2011-12-07,2010-04-01,4243.860000000001,15,0.9678810414116747,5.737846541189122,333.1298503204754,1911.4479594281897,9,8
12936,Loyal Customers,533,5,3,3,18,4,265.97500000000014,2011-09-22,2011-11-22,2011-09-01,1063.9000000000005,4,NA,NA,NA,NA,NA,NA
12937,Champions,554,5,5,4,16,9,344.1788888888889,2009-12-03,2011-11-24,2009-12-01,3097.6099999999997,9,0.9719954243694753,3.569379761231551,299.91260997033703,1070.5020001662529,8,6
12938,New Customers,411,4,1,1,26,1,114.14,2011-11-14,2011-11-14,2011-11-01,114.14,1,NA,NA,NA,NA,NA,NA
12939,Loyal Customers,355,3,5,5,65,20,1263.2400000000002,2010-01-12,2011-10-06,2010-01-01,25264.800000000007,20,0.8649880288785045,6.404843921051183,1541.4184670897455,9872.54469873579,10,12
12940,New Customers,425,4,2,5,55,2,456.77000000000004,2011-09-13,2011-10-16,2011-09-01,913.5400000000001,2,NA,NA,NA,NA,NA,NA
12941,Hibernating,114,1,1,4,725,1,377.4900000000002,2009-12-15,2009-12-15,2009-12-01,377.4900000000002,1,1,0.37939768844044747,394.83084000558097,149.79790802311757,1,0
12942,Loyal Customers,333,3,3,3,132,3,314.2166666666667,2010-12-09,2011-07-31,2010-12-01,942.6500000000001,3,0.9436251640734219,2.0275679776443982,355.3671237510933,720.5310004253108,6,1
12943,At Risk,123,1,2,3,559,2,248.24999999999994,2010-04-13,2010-05-30,2010-04-01,496.4999999999999,2,0.6304397065694362,0.7304860064797495,308.7447864962528,225.5337461090906,2,1
12944,New Customers,423,4,2,3,36,2,302.255,2010-12-20,2011-11-04,2010-12-01,604.51,2,1,0.9038243758624803,394.83084000558097,356.85773753930306,4,0
12945,At Risk,225,2,2,5,289,2,450.055,2010-02-21,2011-02-24,2010-02-01,900.11,2,0.9324672580782744,0.9842941243551483,427.26365995739894,420.55311004654385,4,1
12946,Hibernating,114,1,1,4,437,1,324.45,2010-09-29,2010-09-29,2010-09-01,324.45,1,1,0.6915170719878103,394.83084000558097,273.03226641114696,3,0
12947,Loyal Customers,344,3,4,4,144,6,318.00499999999994,2010-12-01,2011-07-19,2010-12-01,1908.0299999999997,6,0.9646623340585416,5.570134247858249,345.425573831018,1924.0668188822417,9,4
12948,Loyal Customers,553,5,5,3,17,9,257.4922222222222,2009-12-02,2011-11-23,2009-12-01,2317.43,9,0.9631088147997392,2.4772520813443446,252.71506275829063,626.0389152050421,6,4
12949,Champions,455,4,5,5,31,22,705.7590909090917,2009-12-03,2011-11-09,2009-12-01,15526.700000000017,22,0.9720398205460873,6.76126685830721,1010.8619081881625,6834.7071181578085,10,12
12950,Loyal Customers,535,5,3,5,3,3,614.3333333333334,2011-11-15,2011-12-07,2011-11-01,1843,3,NA,NA,NA,NA,NA,NA
12951,Potential Loyalists,552,5,5,2,9,15,214.248,2010-01-10,2011-12-01,2010-01-01,3213.72,15,0.9861536025669034,7.850735218938221,216.86507090702895,1702.5502499273466,9,13
12952,Loyal Customers,534,5,3,4,6,4,346.9475000000001,2011-09-22,2011-12-04,2011-09-01,1387.7900000000004,4,NA,NA,NA,NA,NA,NA
12953,New Customers,524,5,2,4,10,2,414.4049999999999,2010-07-05,2011-11-30,2010-07-01,828.8099999999998,2,1,0.5550272549228845,394.83084000558097,219.1418772871942,2,0
12954,Lost,112,1,1,2,639,1,162.45,2010-03-11,2010-03-11,2010-03-01,162.45,1,1,0.43843988985508253,394.83084000558097,173.10959000343664,1,0
12955,Champions,554,5,5,4,2,11,432.4690909090908,2011-03-17,2011-12-08,2011-03-01,4757.159999999999,11,0.9664799722928705,6.946057960881607,275.74082682174816,1915.3117652852802,9,3
12956,At Risk,231,2,3,1,307,4,130.47249999999994,2009-12-15,2011-02-06,2009-12-01,521.8899999999998,4,0.9266805687170361,1.9135678114533183,180.6439619000069,345.6744708252528,4,3
12957,Champions,555,5,5,5,10,13,669.7669230769233,2009-12-11,2011-11-30,2009-12-01,8706.970000000003,13,0.9766892510434398,4.1721324347327435,763.5723271849556,3185.724872512716,10,7
12958,At Risk,223,2,2,3,401,2,269.74499999999995,2010-05-05,2010-11-04,2010-05-01,539.4899999999999,2,0.8732820603029064,1.0563961741151715,321.3686718561168,339.49263542927577,4,1
12959,Lost,111,1,1,1,485,1,150.95000000000002,2010-08-12,2010-08-12,2010-08-01,150.95000000000002,1,1,0.6080363227666286,394.83084000558097,240.0714920718525,2,0
12960,At Risk,134,1,3,4,414,4,330.51750000000004,2010-02-16,2010-10-22,2010-02-01,1322.0700000000002,4,0.7917402480442343,1.8121316408562032,342.7232593782896,621.059662376766,6,3
12961,Lost,212,2,1,2,380,1,211.99,2010-11-25,2010-11-25,2010-11-01,211.99,1,1,0.8264052601318338,394.83084000558097,326.2902830428826,4,0
12962,New Customers,521,5,2,1,8,2,133.19500000000002,2011-08-18,2011-12-02,2011-08-01,266.39000000000004,2,NA,NA,NA,NA,NA,NA
12963,Loyal Customers,553,5,5,3,9,12,300.1325000000002,2010-07-08,2011-12-01,2010-07-01,3601.590000000003,12,0.6455612256784766,2.4841291135267354,418.06941966926604,1038.5384168756505,8,4
12964,Lost,111,1,1,1,438,1,132.24,2010-09-28,2010-09-28,2010-09-01,132.24,1,1,0.6895438895857318,394.83084000558097,272.25319314585005,3,0
12965,Promising,315,3,1,5,90,1,771.9099999999996,2011-09-11,2011-09-11,2011-09-01,771.9099999999996,1,NA,NA,NA,NA,NA,NA
12966,New Customers,512,5,1,2,10,1,160.18,2011-11-30,2011-11-30,2011-11-01,160.18,1,NA,NA,NA,NA,NA,NA
12967,At Risk,235,2,3,5,359,3,1435.64,2010-11-21,2010-12-16,2010-11-01,4306.92,3,0.5545847676533555,1.781094725773188,1165.0233816835141,2075.0170005189507,9,2
